Ida,Polish,Holocaust,Nuns,Catholicism,Jewish,Revelation about parents,Major life changes,Black and white,1960's,Post-war,Poland,Female protagonist,Family secrets,Emotional,Austere,Moody,Road movie,Older woman bonds with younger woman,Original,Communism,Lyrical,Coming of age,Foreign,Looking for answers about parents,Orphan,Visually striking,Vermeer lighting,Art film,Troubling,Naive protagonist,Jaded older woman/naive younger woman,Guilt,Religion,Intimate,Gloomy,Breathtaking,Foils,Misty,Distanced camera,Insightful,Moral awakening,Sheltered girl experiences real world,Polish language,,,,,,,,,
Argo,Political Thriller,CIA,Hostages,Iran,1970's,Actor directing,Hollywood,Tehran,Rescue mission,Fake movie shoot,Surprisingly funny,International intrigue,Tonal shift,Kitsch,Based on a real story,Historical,Iranian hostage crisis,Smart,Jittery,Revolution,Truth is stranger than fiction,Archival footage,Claustrophobic,Elaborate scheme,Exquisite timing,Diplomats,Iranian Revolution,Producing fictional reality,,,,,,,,,,,,,,,,,,,,,,,,
Brokeback Mountain,Emotional Repression,Mountains,Wilderness,Camping,Gay,Fighting,Violence,Forbidden love,Romance,Wyoming,Cowboys,Heartbreaking ending,Romantic tragedy,Rural,Affair,Brutality,Masculinity,Tearjerker,Hate crime,Epic,Western,Landscape,Wide-open spaces,Acute desolation,Isolation,Sexual repression,Homoerotic,Laconic,Long span of time,Anguish,First love,Love story,Macho porn,,,,,,,,,,,,,,,,,,,
Capote,Portrait of an artist,Writer,Crime reporting,1960's,Kansas,Famous authors,Murder,Questionable motives,Fish out of water,Midwest,Convicts,Death row,Sober,Based on a true story,Obsession,Small town,All-consumed by your work,Moral ambiguity,Culture clash,Fame,Rural,Unlikely friendship,Moral disintegration of a man,Understated,Portrait of an author,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saving Private Ryan,WWII,American Soldiers,Big budget,Rescue Mission,Horrors of war,Unflinching,Bloody,Death,Europe,D-Day,Occupied France,Journey,Heroic,Realistic,Gruesome,Human,Old-fashioned,War movie,Episodic,Landscape,Devestating,Sober,Magnificent,Battle scenes,Death,Iconic,Courage,Uncynical,Suspense,All male cast,Ensemble cast,Cameraderie,Ordinary guy hero,Powerful,Weep,Bookends,Important Director,,,,,,,,,,,,,,,
West Side Story,New York,Musical,Gangs,Romeo and Juliet,Shakespeare,Forbidden love,Gang Violence,Big dance numbers,Puerto Ricans,Adaptation of a Broadway musical,Spectacle,1950's,Rhythmic editing,Melodrama,Tragic ending,Dancing,Message,Cheesy,Young people,Young love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen Kane,Newspaper,Mogul,Flashbacks,Mystery,Dying man,Legacy,Journalist,Investigation,Seminal,William Randolph Hearst,Deathbed,Rise and fall of a man,Golden age Hollywood,Black and white,Circular story,Alinear narrative,Dense,Visual bravura,Aging titan,Rags to riches,Cynical,Portrait of a difficult man,Wealth,Power,Multiple POVs,Price of Ambition,Chef d'Oeuvre,Important Director,Deep focus,,,,,,,,,,,,,,,,,,,,,,,
Bridesmaids,Raunchy,Female friendship,Girls trip,Immaturity,Bathroom humor,Bachelorette party,Bridesmaid,Wedding,Engagement,Stunted adulthood,Mostly female cast,Improvisation,Gross-out humor,Lowbrow comedy,Pratfalls,Blockbuster,Studio comedy,30-something women,Making mistakes,Female writer,Apatowian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superbad,High School,Geeks,House party,Profanity,Behaving badly,Horny teenagers,Geek fantasy,Absurd,Nighttime adventure,Dick jokes,Juvenile,Boys,Apatowian,Testosterone-heavy,Buddy comedy,Raunchy,Losing your virginity,Heavy drinking,Adolescent sexual yearning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knocked Up,Romcom,Accidental pregnancy,Immature men,Manchild,Late bloomer's coming of age,Of its moment,Uptight woman/easygoing man,Sharp,Sweet,Rowdy obscenity,Dick jokes,Stoner,Geeky slackers,Genial,Summer sex comedy,Learning adult responsibility,Morality play,Peurile,Pop culture references,Crowd pleaser,Sitcom-y,One night stand,Studio comedy,Pro-adulthood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gattaca,Dystopian,Gene Politics,Sci Fi,Social Commentary,Fake identity,Overcoming obstacles,Sibling Rivalry,Thoughtful,Provocative ideas,Cerebral,Sleek,Chilly,Eerie,Handsome,Bigotry,Futuristic,Somber,Discrimination,Imposter,Directorial debut,Attention to world,Ambition,Elaborate scheme,Shiny,Dreary,Gray,Astronauts,Science,Thriller,Genetic engineering,Smart guys working as janitors,Breaking the rules,Police on your tail,Fate,,,,,,,,,,,,,,,,,,
The Wizard of Oz,Classic Hollywood,Fish out of water,Fantasy,Technicolor,Hero's journey,Self-discovery,Homesickness,Journey home,Evil witch,Chosen one,Disappointing men,Far from home,Fever dream,Cheerful,Musical,Female protagonist,Innocent protagonist,Making friends,Imagination,Childhood,Inadequacy of adults,Insecurities,Adapted from a children's book,Wonder,Fairybook tale,Ragtag team/motley crew,,,,,,,,,,,,,,,,,,,,,,,,,,
Dheepan,Immigrant,Sri Lanka,Southeast Asian,Paris,Culture clash,Housing Estate,Assimilation,Fake family,Struggling,Refugees,Violence,Criminals,French,Empathetic,Observant,Intimate,Foreign,Tonal shift,PTSD,Poverty,Starting over,Ex-soldier,Naturalistic,Natural light,Non-professional actors,Austere,Somber,Popcorn movie disguised as art film,Restless camera,Genre blend,Verisimilitude,Controversial,Redemption,Language barrier,Gun violence,Drug dealers,Charismatic villain,Banlieue,French/Tamil language,,,,,,,,,,,,,
American Honey,Teenagers,Runaways,Dreamy,Roadtrip,Freedom,Fantasy,Delinquents ,New girl,Music video,Black female protagonist,Teenage girl,Contemporary female auteur,Female director,Female writer,Youth,Behaving badly,Rambling,Hedonistic,Middle America,Non-professional actors,White trash,America,Indie,Drugs,Reckless behavior,Improvisational,Motion,Roaming,White people,Sexual violence against women,Sprawling,Travelogue,Episodic,Poverty,Messy,Exuberant,Observant,Idyllic,Brutal,Squalor,Seedy motels,Lack of repercussions,Hang-out movie,Foreign director making movie about America,,,,,,,,
Birdman,Aging actor/washed up actor,Theater,Comeback,Regret,Fantasy,Magic realism,Father/daughter,Soundtrack,Broadway,Mental instability,Backstage,Celebrity,Stylish,Contemporary auteur,Claustrophobic/enclosed spaces,Virtuosic cinematography,Art,Comic,Frenetic,Poetic,Tragic,Melodramatic,Professional rivalry,Ambiguous ending,Hallucinations,Fun,Allstar cast,Important Director,Mexican director,,,,,,,,,,,,,,,,,,,,,,,
Only Lovers Left Alive,Vampires,Romance,Arty,Immortality,Blood,Weird,Sisters,Sibling Rivalry,Supernatural,Detroit,Tangiers,Noctural,Night,Darkness,Deadpan,Outsider disruption,Hang-out movie,Generic subversion,Stylish,Art,Depression,Nostalgic,Tradition of the cool,Counterculture,romanticism,Addiction,Connoisseurship,Voluptuous,Droll,Sluggish,Atmospheric,Rock and roll,Cultural references,Soulmates,Marriage,,,,,,,,,,,,,,,,,
Rachel Getting Married,Addiction,Rehab,Wedding,Sisters,Grief,Family tragedy,Behaving badly,Amends,Sibling rivalry,Turbulent,Prodigal child returns,Female writer,Keenly observed,Organic,Female protagonist,Difficult woman,Agitated,Handheld camerawork,One weekend,Guilt,Self-destruction,Small,Indie,Authentic,Dogma 95,Liberal white people,Connecticut,Genteel multiculturalism,Loose,Lived-in,Non-professional actors,Forgiving,Bad sister,,,,,,,,,,,,,,,,,,,
I'm Not There,Bob Dylan,Music,Character portrait,Experimental,Complex,Homage,Celebrity,Vignettes,Lyricism,Portrait of an artist,High-concept,Dense,Personal mythology,Enigmatic hero,Generic subversion,Musician,Dizzying,Opaque,Cerebral,Emotionally resonant,Arcane,Kaleidescopic,Ambiguous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persepolis,Iran,Animated,Female Protagonist,Memoir,Culture clash,Teenage girl,Adolescent rebellion,French,Going away,Going back home,Immigrant,Late 1970's,Iranian Revolution,Evocative,Stylish,Far from home,Coming of age,Grace,Intelligence,Charm,Warm,Tehran,Vienna,Feminism,Left-wing intellectuals,Islamist fundamentalism,Oppression,Punk rock,Somber,Whimsical,Daring,Being a woman in Muslim society,,Culture shock,,,,,,,,,,,,,,,,,,
Grizzly Man,Documentary,Wilderness,Animals,Nature,Alaska,Isolation,Man on a mission,Character study,Controversial protagonist,Man vs. nature,Tragic ending,Adventurer,Archival footage,Hubris,Madness,Idealism,Cynical,Bleak,Gruesome,Reckless behavior,Message,Riveting,Communion with nature,Misguided naturalism,Grizzly bears,Naive protagonist,Violence of nature,Important Director,,,,,,,,,,,,,,,,,,,,,,,,
Lovely and Amazing,Female Director,Sisters,Family,Self esteem,Insecurity,Womanhood,Middle age,Vanity,Female writer,Real life,Flawed characters,Ensemble cast,Mostly female cast,Neurotics,Nuanced,Pathos,Gentle comedy,Dialogue-heavy,Acidic,Anger issues,Bad decision making,Self-destructive behavior,Smart,Observant,Sharp,Witty,Low on plot,Body image issues,Three generations of women,Dysfunctional family,,,,,,,,,,,,,,,,,,,,,,
25th Hour,One day,Criminals,Drug dealer,New York,Post-9/11,Reckoning,Last Hurrah,Childhood friends,Father/son,Ambiguous ending,Flashbacks,Wrenching,Guilt,Regret,Childhood friends,Male friendship,Saying goodbye,Teacher/student,Melodic,Soured American dream,Anger,Graceful,Stylistically innovative,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bull Durham,Minor League Baseball,Washed up athlete,Mentorship,Sports,Groupie,Older woman/younger man,Comic insight,Ragtag team,Offbeat,Unconventional romcom,Giddy,Playful,Love triangle,Sports fan,Philosophizing,Physical humor,Love of the game,Jaded veteran/young rookie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Look Back,Documentary,Bob Dylan,Celebrity,Music,Cinema vérité,Rockstar,Portrait of an artist,Black and white,Folk music,1960's,England,Tour,Hang-out movie,Antihero,Performance,Reporters,Bratty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Searchers,Western,Antihero,Unsettling ending,Racism,Racial issues,Ex-soldier,Dark heart,Classic,Vistas,Wide open spaces,Desert,Cowboys,Kidnapped girl,Native Americans,Ingidenous people,Seminal,Tough guy,Visually spectacular,Questionable morality,Admiration for a twisted man,Obsessive quest,Loner protagonist,Based on a novel,Landscape,Outsider,Quest,Journey,Road trip,Search,Monument Valley,Technicolor,Important Director,,,,,,,,,,,,,,,,,,,,
Mr. Smith Goes to Washington,Idealist,Politics,Washington,Government,Corruption,Innocence,Humanity,Naive guy manipulated by corrupt authorities,Human,Optimisim,Bureaucracy,Corny,Underdog,Painfully earnest,Man doing job he's not qualified for,Warmhearted,Honesty,Morally upright protagonist,Fish out of water,Babe in the woods,Black and white,Populist,Being used,Iconic,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loving,Based on a true story,Quiet,Social issues,Interracial romance,Legal Battle ,1960's,Ordinary life,Marriage,Love,Intimate,Black female protagonist,Relationship,The south,Racism,Virginia,Rural,Jim Crow,Period piece,Plot lite,Regular guy hero,Human,Muted,Lived-in,Detailed production design,Understated,Drowsy,Low-key,,,,,,,,,,,,,,,,,,,,,,,,,
Adventureland,Post-college,Summer,Summer job,Young adults,Amusement park,1980's,Young love,Meandering,Coming of age,Breezy,Aimlessness,Nostalgic,Period piece,Underrated,Allstar cast,Moving back home,Pennsylvania,Loose,Scruffy,Sweet,Smart,Sober,Cerebral,Idleness,Sprawling,Slightly depressive,Pittsburgh,Middle class white people,Believable,Touching,Boredom,,,,,,,,,,,,,,,,,,,,,
Clueless,90's,Austen,Female friendship,Stylish,Colorful,Fashion,Romcom,Step siblings,Makeover,Protogé,LA,Cult,High School,Teen girls,Costumes,Pastiche,Of its moment,Female protagonist,Clueless hero,Female writer,Female director,Pink,Comedy,Beverly Hills,Blonde,New girl at school,Fashion time capsule,Emma,Matchmaking,Smart,Gentle satire,Mansion,Sly humor,Candy-colored,Cheerful,Quasi-incest,Visually distinctive,Iconic,Shallow girl learns to be serious,Classic literature adaptation,"Teaching a woman ""good taste""",Learning to be ladylike,,,,,,,,,,
Dear White People,College,Satire,Racial issues,Social commentary,Liberal Arts,Radio,Directorial debut,Female black protagonist,Of the moment,Witty,Provocative,Angry,Class distinctions,Privilege,Liberals,Dialogue,Crowded,Intellectuals,Crisscrossing plots,Indie,Outspoken female,Campus politics,School election,Racism,Ivy League,Privileged narcissists,Brassy,Contemporary social issues,,,,,,,,,,,,,,,,,,,,,,,,
Enough Said,Romcom,Middle Age,Single mother,Unconventional romance,Southern California,Female director,Female writer,Divorcée,Warm,Intelligent,Mother/daughter,Genuinely funny,Middle class white people,Middle aged female protagonist,Ex-wife,Farcical,Teary,Kid leaving for college,Modern romance,Masseuse,Charming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneyball,Major League Baseball,Based on a true story,Underdog,Sports,Brainy,Technical,Based on a non-fiction book,Mostly male cast,Moving,Dialogue,Maverick,Business,Capitalism,Math,Fervor,Exciting,Washed up athlete,Unlikely friendship,Ragtag team,Real life,Understated,Unconventional methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Social Network,Technical innovation,Character portrait,Boston,Harvard,Silicon Valley,Unlikable protagonist,End of a relationship,Celebrity,Loneliness,Insecurity,Popularity,Genius,Legal drama,Arrogance,Seminal,Professional success,Contemporary American auteur,,Lawsuit,Dialogue,Fleet,Weirdly funny,Exhilirating,Alarming,Recent history,Nerds,Computer geeks,Price of ambition,Visually dark,Dread,Somber palette,Rapid cutting,Betrayal,Smudged browns,Cold,Perceptive,Dazzling style,Important Director,Maverick,,,,,,,,,,,,,
13 Going on 30,Early 2000's,Romcom,Growing up,Fashion,Magazine,Childhood sweetheart,Second chances,Messing with time,Body switch,Breezy,Kid in the body of an adult,Magic,Giddy,Girly,Naive protagonist,Bubble gum,Careerism,Manhattan,Ditching best friend for the popular girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jump Street,Studio comedy,Undercover,Going back to high school,Police,Buddy movie,Screwups,Ineptitude,Remake of a TV show,Bromance,Fun,Big budget,Boy comedy,Incompetence,High jinks,Action movie,Unaffacted exuberance,Energetic,Recycled material,Screwball,Odd couple,Surprisingly good,Dick jokes,House party,Blockbuster,Explosions,Shouty,Action comedy,Bumbling cops,,,,,,,,,,,,,,,,,,,,,,,,
Videodrome,Body horror,Technology,Scifi,Graphic,Gore,Porn industry,Sadomasochism,Gruesome,Ironic,Mind control,Surreal,Hallucinations,Vaguely futuristic,Lurid,High concept trash,Cyborg,Sleazebag hero,Hyperviolent,Conspiracy,Dense,In over your head,Rabbit hole,Special effects,Smoky,Late night aesthetic,Fetish,Prophetic,Fever dream,Deam logic,Visually dark,Physical mutation,Frightening,Unsettling,Queasy,Skin-crawling,Important Director,,,,,,,,,,,,,,,,
The Lorax,Based on a classic children's book,Animated,Environmental issues,Musical,Allegory,Bright colors,Noisy,Capitalism,Silly,Popstars acting,Light dystopia,Fantasy,High energy,Joyous,Goofy,Feel-good,Airy,Harmless,Defanged,Evil businessman,Dr. Seuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elf,Christmas,New York,Fish out of water,Far from home,Discovery about father,Charming,Innocence,Comedy,Dimwitted hero,Manchild,Endearing,Manhattan,Quotable,Department store,Finding your biodad,Uncynical,Silly,Actor directing,Brisk,Bouncy,Relaxed,Swinging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Town,Boston,Crime drama,Bank Robbery,Heist,FBI,Loyalty,Childhood friends,Reformation,Blue Collar,Set pieces,Actor directing,Mostly male cast,Lean,Efficient,Criminals,Watchable,Sense of place,Accents,Secret,Procedural,Car chase scenes,Climactic finale,Based on a novel,Criminal with a heart of gold,Guilt,Swiftly paced,,,,,,,,,,,,,,,,,,,,,,,,,,
Shakespeare in Love,1500's,Shakespeare,Theater,Famous authors,Cross dressing,Romance,London,British,Period piece,Backstage,Indie,Witty,Medieval mixed with modern,Elizabethan England,Class distinctions,Screwball,Self-aware,Stopping an engagement,Royal Family,Anachronistic,Clever,Enchanting,Inventive,Steamy,Literature,Historical second-guessing,Historical revisionism,Allstar cast,Costumes,,,,,,,,,,,,,,,,,,,,,,,
Happy Feet,Animated,Talking animals,Penguins,Oddball,Dance ,Animal rights,Outsider,Romance,Contemporary social issues,Tap dancing,Uplifting,Message,Moral worldview,Feel-good,Piercingly sad around the edges,Jukebox musical,Wide open spaces,Nature vs. civlization,Travel,Journey,Snow,White,Cold weather,Politically pointed,Penguins,South Pole,Surprisngly deep,Conformity vs. individuality,Set pieces,Environmental issues,,,,,,,,,,,,,,,,,,,,,,
The Da Vinci Code,Paris,Police,Murder,Investigation,Conspiracy,Catholic Church,Religion,Codes,Thriller,Entertaining,Historical revisionism,Based on a novel,Professor,Reluctant hero,Daughter tracking down father's killer,Revelation about parents,Theology,The Louvre,Museum,Quest,Travel,Monk,Cult,Murder mystery,Nonsensical plot,Involving,Intriguing,Scavenger hunt,Brain-twister,Secrets,Convoluted,Over the top,,,,,,,,,,,,,,,,,,,,
Despicable Me,Animated,Evil Villain as hero,Adoption,Artificial family,Parenthood,Ineptitude,Heist,Unlikely hero,Wisecracks,Elaborate scheme,Slapstick,Silly accents,Silly,Cute,Funny,Energetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School of Rock,Music,Prep School,Inspirational teacher,Imposter,Rock,Band,Personal growth,Self-expression,Slacker protagonist,Man bonds with children,Family-friendly,Substitute teacher,Comedy,Fake it 'till you make it,Big show finale,Failed musician,Rebellion,Good-natured,Liberation,Asshole to nice guy,Uptight parents,Uptight woman/laid back guy,Fun,Sly humor,Kids,Elementary School,Quotable,Anti-establishment,Offbeat,,,,,,,,,,,,,,,,,,,,,,,
The Proposal,Romcom,Fake relationship,Alaska,Green Card,Boss/employee,Uptight woman,Female director,Lady Boss,Going back home,Fake engagement,Assistant,Blackmail,Slapstick,Enemies to lovers,Meeting the parents,Landscape,Scenic,Forest,Cheerful,Recycled plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cast Away,Desert Island,Isolation,Solitude,Loneliness,Wilderness,Madness,One character,Jungle,Plane Crash,Beach,Plot lite,Hang out movie,Escape,Man vs. nature,Robinson Crusoe,Resourcefulness,Inventive camerawork,Disappointing ending,Powerful,Marooned,Big storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnie Darko,Time Travel,Scifi,Cult,Complicated,Puzzle,Hallucinations,Giant rabbit,1980's,Twist,Family,Teenage boy,End of the world,Mental illness,Teen angst,High School,Messy,Suburbs,Multiple timelines,Grim comedy,Corkscrew narrative,Ineffectual adults,Unhappiness,Spooky,Freak accident,High-concept,Head-scratcher,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanted ,Fairytale,Musical,Fish out of water,Far from home,Romcom,Single Father,Technicolor,Optimism,Underrated,Genre blend,Send up,Winking,New York,Manhattan,Animated to live action,Light,Playful,Big dance number,Central Park,Delightful,Gleeful,Fresh,Evil queen,Wrong Right Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stranger than Fiction,Surreal,Fantasy,Romance,Comedy,Art,Writer,Guy with boring job,Tax auditor,Hearing voices,Literary theory,Dramatic Irony,High-concept,Absurd premise,Fate,Self-determination,Darkly funny,Existential anxiety,Thoughtful,Moral tale,Unconventional romance,Intelligent,Inventive conceit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inside Out,Emotions,Animated,Ugly Cry,Childhood,High-concept,Bittersweet,Growing up,Imagination,Imaginative,Original,Pixar,Inventive conceit,Metaphysical,Philosophical,Neurology,Sophisticated kids' movie,Allstar cast,Colorful,Visual triumph,Witty,Sharp,Insightful,Quest,Odd couple,Sadness,Moving to a new city,Depression,Cinematic allusions,,,,,,,,,,,,,,,,,,,,,,,,
Almost Famous,Road Trip,Precocious youth,Adolesence,Rock,Rolling Stone,Soundtrack,1970's,Semi-autobiographical,Journalism,Band,Loose,Affectionate,Loss of innocence,Worldly corruptioin,Drugs,Rockstars,On tour,Shaggy,Adventure,Far from home,Wholesome,Touching,Lovely,Nostalgic,Period piece,Atmosphere,Love triangle,Sheltered kid experiences real world,Backstage,,,,,,,,,,,,,,,,,,,,,,,
Boy A,Regret,Mistake,Murder,Prison,Criminal,Reformation,New identity,Fresh Start,British,Indie,Underseen,Guilt,Second chance,Wrenching,Melodrama,Based on a novel,Flashbacks,Working class,Sooty kitchen sink realism,Gray,Misty,Manchester,Forgiveness,Justice,Sexual violence against women,Dead girl,Murder of a girl,Tragic ending,Depressing,Capacity for change,Grim,Bummer,,,,,,,,,,,,,,,,,,,,
Dead Poets Society,Inspirational teacher,Boarding School,Teenage boys,Sensitive,Suicide,Poetry,Jesus vibes,Homoeroticism ,Period piece,Tragic ending,Teen angst,Privilege,Rich kids,English teacher,Dim,Sad,Strict parents,Secret society,Mostly male cast,Teenage rebellion,romantic,Frustrating,Idealistic,Drama club,Emotionally manipulative,Pious platitudes,Superficial,Prep school,Pandering,Hollow,,,,,,,,,,,,,,,,,,,,,,
Juno,High School,Teen,Sardonic,Comedy,Teen Pregnancy,Female Protagonist,Teen girl,Adoption,Female writer,Delicate,Indie,Teary ending,Self-consciously clever dialogue,Suburban,Coy,Heartfelt,Observant,Girl power,Coming of age,Pro-adulthood,Smart,Funny,Touching,Original,Manchild,Sensitive,Insightful,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Games,Dystopian,Teen,Killing,Violence,Class distinctions,Lite social commentary,Female Protagonist,Harrowing,Brutality,Based on a YA novel,Volunteering as tribute,Self-sacrifice,Survival,Forest,Woman warrior,Grim,Bravery,Dread,Resourcefulness,On the run,Hunted,Blockbuster,Big budget,Shiny,Scifi,Popcorn,Female empowerment,Melodramatic,Bloodlust,Handheld camera,Child on child violence,Girl on girl violence,Sadism,Reality TV,Oppressive regime,Bloody,High body count,Wilderness,Death match,Teary,Intense,Anxiety-provoking,Producing fictional reality,Hand to hand combat,Girl saves boy,Action,,,,,,
Lars and the Real Girl,Midwest,Snow,Cold Weather,Oddball,Unconventional romance,Fantasy,Elephant in the room,Underseen,Large scale charade,Strange,Mental illness,Loner protagonist,Indie,Small Town America,Female writer,Community,Wholesome,Sincere,Loneliness,Empathetic,Alienation,Cute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erin Brokovich,Female Protagonist,Environmental Issues,Legal drama,Single mother,Based on a true story,Do-gooder melodrama,Underdog vs. big corporation,Realistic,Visual detail,Crusader for justice,Feel-good,Pollution,Iconic,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic,War on Drugs,Drug smuggling,DEA,Politics,Hyperlink,Multiple storylines,Mexico,Tough,Wise,Cynical ,Cops,Geopolitics,Panorama,Moral ambiguity,Complex,Diverse cast,Addiction,Gritty,Tense,Technical,Restrained,Powerful,Acid-washed palette,Desaturated,Hand-held camerwork,Icy blue,Sun-baked yellow orange,Sprawling,Allstar ensemble cast,Spanish/English language,Class distinctions,Underrated,Tijuana,Cincinatti,San Diego,Cartel,Based on a TV show,Gripping,Greed,Economic inequity,Didactic,Documentary-esque,Losing battle,Contemporary social issues,Demoralizing,Human frailty,Torture,Important Director,,,,
Thank You For Smoking,Savage satire,Politics,Lobbyists,Corporations,Amorality,Washington,Cynical,Antihero,Based on a novel,Glib,Directorial debut,Capitalism,Political skewering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finding Nemo,Sealife,Ocean,Fish,Talking animals,Animated,Far from home,Father/son,Odd couple,Unlikely friendship,Comedy,Dead mother,Missing child,Search,Journey home,Single father,Neurotic protagonist,Kids movie,Funny,Exciting,Visually lush,Sweet,Emotionally rich,Upbeat,Adorable,Sentimental,Original,Creative,Playful,Colorful,Sophisticated wit,Fresh,Goofy humor,Pleasurable,Odyssey,Dreamlike,,,,,,,,,,,,,,,,,
Gone Girl,Thriller,Murder mystery,Falsely accused husband,Dead girl,Unlikable woman,Violence against women,Female revenge,Based on a novel,Female rage,Twist,College professor,Unsubtle,Popcorn,Multiple POVs,Slow-burn,Scavenger hunt,Plot-heavy,Relationship gone south,Elaborate revenge plot,Psychopath,Desaturated,Manipulative,Droll,Sadistic,Loser protagonist,Moral decay,Contemporary American auteur,Midwest,Small town,Female writer,Noir hero,Domestic horror movie,Dread,Violent,Bloody climax,Tonal shift,Queasy,Cool girl,Important Director,,,,,,,,,,,,,
"Good Bye, Lenin!",German,Cold War,Coming of age,Illness,Mother/son,Comedy,East Germany,Period piece,Communism,Nostalgia,Softhearted,Social satire,Knobby,Large scale charade,Parent in the hospital,Major life changes,Cultural change,Rip Van Winkle,1980's,Fall of the Berlin Wall,Living anachronism,Berlin,Peculiar,Self-delusion,Poignant,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Help,Based on a novel,Racial issues,White girl to the rescue,Unpopular girl,Moving back home,The South,1960's,Mississippi,Mean girls,Racism,Class distinctions,Jim Crow,Feel-good,Safe,Maids,Nanny,Mostly female cast,Housewives,Tear-jerker,Entertaining,Uplifting,Visually bright,Period piece,Lightweight,Black female protagonists,,,,,,,,,,,,,,,,,,,,,,,,,,,
American History X,Neonazis,Racism,Antisemitism,Reformation,Controversial,Prison,Handsome photo-realism,Visceral punch,Provocative,Conscience,Violent,Homoerotic,Flashbacks,Disturbing,Powerful,Gray,LA,High School,Hatred,Brainwashing,Tolerance,Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fight Club,Mental Illness,Madness,Insomnia,Cult leader,Twist,Violence,Masculinity,Machismo,Boys movie,Testosterone rush,Macho porn,Social satire,Sardonic,Loner protagonist,Blowing up your life,Secret society,Witty,Brutal,Ennui,Fighting,Based on a novel,Visceral,Contemporary American auteur,Thrill ride,Philosophizing,Audacious,Angry,Contemporary manhood,Buddy movie,Bromance,Alienation,Unhealthy relationship,Grunge,Homoerotic,Visually dark,Nihilism,Fascism,False idols,Slippery slope,Allstar cast,Mostly male cast,Bookends,Anarchy,Fast-paced,Mindfuck,Important Director,Unreliable narrator,Rug pull,Bad influence hallucination,,,
Slumdog Millionaire,Poverty porn,India,Flashbacks,TV game show,Young love,Brothers,Orphan,Breathless,Exhilirating,Episodic,Heartbreaking,Survival,Hustling,Children,Suspenseful,Getting the girl back,Brown protagonist,All-POC cast,British,Rags to riches,Modern fairy tale,Mumbai,Based on a novel,English/urdu language,Armchair tourism,Seductive visual style,Uplifting,Bright,Dazzling,Emotionally manipulative,Childhood sweethearts reunited,,,,,,,,,,,,,,,,,,,,,
Forrest Gump,Recent history,Vietnam,Friendship,Dimwitted hero,Innocence,The South,Historical revisionism,Long time span,Special effects,Iconic,Based on a novel,Comical,Vignettes,Unlikely hero,Falling upwards,Pop culture,Period piece,Winking,Cheerful,Teary,Uncynical,Decency,Magical realism,Optimistic,Jaunt through history,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once,Musical,Ireland,Unconventional romance,Singers,Immigrant,Low budget,Low dialogue,Arty,Dublin,Struggling musician,Non-professional actors,Getting over the ex,Love story,Small,Original,Fresh,Understated,Indie,Humanist,Lovely,Low-key,Folk rock,Creative partnership,Poignant,Happy-sad,Enchanting,Bittersweet ending,,,,,,,,,,,,,,,,,,,,,,,,,
Requiem for a Dream,Drugs,Addiction,Disturbing,New York,Emotional horror,Stylistic,Brooklyn,Blunt,Brutal,Visceral,Based on a novel,Harrowing,Pounding,Relentless,Junkies,Bleak,Downer,Interweaving stories,American Dream,Sensory,Greenish,Bleached,Nightmarish,Grunge,Quick editing,Subjective camera,Desperation,Mother/son,Delusion,Bummer ending,Ritual,,,,,,,,,,,,,,,,,,,,,
